"","Row.names","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","log1p_avg_calcified","log1p_avg_controls"
"163","ARID5B",8.64288532275943e-40,0.50929652390872,0.39,0.376,2.2012564628536e-35,1.4183701762415,1.77138762585781
"164","ARIH1",3.31066618675422e-48,0.635766256347772,0.383,0.375,8.43193571104433e-44,1.30641778780024,1.74709737588285
"165","ARL13B",0.000548899549646616,0.406450924688472,0.136,0.132,1,0.583948692055762,0.865679004539561
"166","ARL15",6.59380953376945e-57,0.32040623960336,0.357,0.296,1.67937735015574e-52,1.61530215305651,1.83739083467139
"167","ARL5B",3.50862593312274e-295,1.20653195972747,0.168,0.034,8.93611938907031e-291,0.174734584392123,1.01103881053268
"168","ARMC2",1.25764617601112e-138,-0.35486077141659,0.04,0.13,3.20309904568272e-134,0.553717956712102,0.307747213513366
"169","ARMC8",1.51873540835762e-174,-0.372686789140574,0.084,0.222,3.86806721154601e-170,0.853926564770433,0.595599767645706
"170","ARMC9",0.091573116866994,0.360736635541059,0.217,0.235,1,0.96858484806962,1.21862842991959
"171","ARMCX4",1.12258621211911e-234,-0.552864690702088,0.092,0.26,2.85911482364617e-230,1.01300975070614,0.62979314911484
"172","ARMH4",8.13891578648276e-202,-0.465713116580459,0.049,0.173,2.07290046165929e-197,0.699676002367708,0.376868268660178
"173","ARPC2",0.0559641170113975,0.288423065246773,0.185,0.218,1,0.871746696332099,1.07166633081636
"174","ARRDC3",0,1.42403739958154,0.259,0.064,0,0.382168825924968,1.36923633445683
"175","ASAP1",7.5105191074182e-62,0.600515654025271,0.39,0.355,1.91285411146834e-57,1.39294709159299,1.80919282406273
"176","ASAP2",0.54982020793288,0.272050508158598,0.296,0.35,1,1.33032324664856,1.51889428934859
"177","ASCC3",5.42777645749338e-121,-0.252610526512945,0.17,0.325,1.38240038595899e-116,1.19173382477252,1.01663755054031
"178","ASH1L",8.47964041201333e-118,-0.303296384591472,0.321,0.531,2.15967961653568e-113,1.7578426770593,1.54761364320569
"179","ASPN",0,-0.828900679207872,0.046,0.212,0,0.952988549586413,0.378438380829253
"180","ASTN2",6.07552134641952e-149,-0.553266029215499,0.092,0.216,1.54737453171959e-144,1.04532467900962,0.661829890759304
"181","ASXL1",9.08591321527454e-09,0.513121753532953,0.248,0.255,0.000231409123679827,0.965764905848973,1.32143380259431
"182","ATF3",0,1.34237502692778,0.361,0.153,0,0.786534145869698,1.71699761103877
"183","ATF4",7.88633502176108e-19,0.550291221076412,0.15,0.122,2.00857066669233e-14,0.563628921265782,0.945061729641784
"184","ATF6",2.59155189407792e-21,0.617256495583611,0.235,0.217,6.60042351902706e-17,0.845897853538724,1.27374745313481
"185","ATF7IP",4.44867129317262e-106,-0.251121726073274,0.118,0.237,1.13303209165813e-101,0.957332573900408,0.783268257495368
"186","ATG7",5.4087767881701e-102,-0.287118151817422,0.175,0.314,1.37756136017904e-97,1.23091841806193,1.0319032806421
"187","ATM",2.84192232212395e-116,-0.267607961857432,0.099,0.214,7.2380919622175e-112,0.862433354769518,0.676941650512647
"188","ATN1",5.30939815436942e-100,-0.28439529115772,0.04,0.112,1.35225061593635e-95,0.50501338006699,0.307885585836493
